0475,641144 Client 0B got a teller.  Count is now 2
0475,641202 Client 0B doing business
0475,942451 Client 1B is in a hurry and got a teller. Count is now 0
0475,942468 Client 1B doing business
0476,252588 Client 2B is in a hurry and no tellers available.  Skipping.
0476,872422 Client 4B is in a hurry and no tellers available.  Skipping.
0476,992309 Client 3B got a teller.  Count is now 0
0476,992353 Client 3B doing business
0477,002549 Client 0B done doing business.  Available teller count: 1
0477,112178 Client 3B done doing business.  Available teller count: 1
0477,182464 Client 5B is in a hurry and got a teller. Count is now 0
0477,182480 Client 5B doing business
0477,492767 Client 6B is in a hurry and no tellers available.  Skipping.
0478,112503 Client 8B is in a hurry and no tellers available.  Skipping.
0478,382325 Client 5B done doing business.  Available teller count: 2
0478,382540 Client 7B got a teller.  Count is now 0
0478,382557 Client 7B doing business
0478,462517 Client 9B got a teller.  Count is now 0
0478,462536 Client 9B doing business
0478,462556 Client 1B done doing business.  Available teller count: 1
0479,042697 Client 11B is in a hurry and no tellers available.  Skipping.
0479,482356 Client 7B done doing business.  Available teller count: 2
0479,482478 Client 10B got a teller.  Count is now 0
0479,482495 Client 10B doing business
0479,662507 Client 13B is in a hurry and no tellers available.  Skipping.
0479,972632 Client 14B is in a hurry and no tellers available.  Skipping.
0480,602399 Client 10B done doing business.  Available teller count: 2
0480,602555 Client 12B got a teller.  Count is now 0
0480,602572 Client 12B doing business
0480,802395 Client 12B done doing business.  Available teller count: 2
0480,802538 Client 15B got a teller.  Count is now 0
0480,802555 Client 15B doing business
0481,392417 Client 9B done doing business.  Available teller count: 2
0481,392546 Client 16B got a teller.  Count is now 0
0481,392563 Client 16B doing business
0481,832661 Client 20B is in a hurry and no tellers available.  Skipping.
0481,872374 Client 16B done doing business.  Available teller count: 2
0481,872527 Client 17B got a teller.  Count is now 0
0481,872544 Client 17B doing business
0482,142619 Client 21B is in a hurry and no tellers available.  Skipping.
0482,452727 Client 22B is in a hurry and no tellers available.  Skipping.
0483,382917 Client 15B done doing business.  Available teller count: 2
0483,383121 Client 18B got a teller.  Count is now 0
0483,383139 Client 18B doing business
0485,272690 Client 19B got a teller.  Count is now 0
0485,272711 Client 19B doing business
0485,272731 Client 17B done doing business.  Available teller count: 1
0487,182808 Client 23B got a teller.  Count is now 0
0487,182828 Client 23B doing business
0487,182849 Client 18B done doing business.  Available teller count: 1
0487,962550 Client 23B done doing business.  Available teller count: 2
0487,962677 Client 24B got a teller.  Count is now 0
0487,962694 Client 24B doing business
0488,012543 Client 19B done doing business.  Available teller count: 2
0488,722617 Client 24B done doing business.  Available teller count: 4
